predictor_lab,prediction_lead,series,origin_week,R2,R2_low,R2_high
dengue,Lead 1,AR,2019-03-03,-0.7783787750522262,-7.915813154342436,-0.1723027297790813
dengue,Lead 1,AR,2019-03-10,-0.3600065335042646,-6.7072774279505385,0.09463013276537088
dengue,Lead 1,AR,2019-03-17,0.008636127233136781,-3.7760793740806964,0.37016008325588795
dengue,Lead 1,AR,2019-03-24,0.28386629470061797,-2.0622854712781944,0.5833003026900125
dengue,Lead 1,AR,2019-03-31,0.45450791058981954,-1.2760202927777053,0.7121782239755274
dengue,Lead 1,AR,2019-04-07,0.5214183348130482,-0.8730795977785744,0.7824393890369612
dengue,Lead 1,AR,2019-04-14,0.4546415886792212,-1.2490607558533993,0.6808663751731917
dengue,Lead 1,AR,2019-04-21,0.3774484682661705,-0.6519315977411124,0.6170968076126213
dengue,Lead 1,AR,2019-04-28,0.3806488927596128,-1.1314381184469406,0.6152770208415864
dengue,Lead 1,AR,2019-05-05,0.257394093900701,-1.2836873854075064,0.5254184265298057
dengue,Lead 1,AR,2019-05-12,-0.11911257707865741,-1.9680176841351988,0.3923967053834927
dengue,Lead 1,AR,2019-05-19,0.2932367189807622,-1.320613838943103,0.6362920194313442
dengue,Lead 1,AR,2019-05-26,0.6482537739225086,-1.0655840953289668,0.8402094848618445
dengue,Lead 1,AR,2019-06-02,0.7894836477882458,-0.04943387532755018,0.9008242408984073
dengue,Lead 1,AR,2019-06-09,0.8768754248800235,0.5991110902721347,0.9427760269196928
dengue,Lead 1,AR,2019-06-16,0.8915496865443534,0.5543111108863152,0.9624867181175449
dengue,Lead 1,AR,2019-06-23,0.8768305205789314,0.497517352966953,0.9444345562762319
dengue,Lead 1,AR,2019-06-30,0.837028756296436,0.396707020326697,0.906948370775419
dengue,Lead 1,AR,2019-07-07,0.8166630999886623,0.4599742511027567,0.8980462107602074
dengue,Lead 1,AR,2019-07-14,0.7878120394728151,0.40525915338122354,0.8652517326252758
dengue,Lead 1,AR,2019-07-21,0.8134788337316834,0.4324872287981082,0.9011848615022706
dengue,Lead 1,AR,2019-07-28,0.8000749723883971,0.4490424908888576,0.9364130710483225
dengue,Lead 1,AR,2019-08-04,0.8881691090628565,0.518455233783291,0.9633081231895633
dengue,Lead 1,AR,2019-08-11,0.7945014278820616,0.5008288990675531,0.8710392084160924
dengue,Lead 1,AR,2019-08-18,0.7972687500371748,0.5987455258290695,0.9183418305150433
dengue,Lead 1,AR,2019-08-25,0.8709798812422991,0.7163700796813633,0.9498135540949157
dengue,Lead 1,AR,2019-09-01,0.909069231522144,0.2732558394920462,0.9546050964931634
dengue,Lead 1,AR,2019-09-08,0.9006773912088751,-0.04501537055308718,0.9734093401340341
dengue,Lead 1,AR,2019-09-15,0.8182683242750206,-0.32813141909346155,0.9498121243110734
dengue,Lead 1,AR,2019-09-22,0.385627660917533,-2.2721023509564824,0.6525126668527251
dengue,Lead 1,AR,2019-09-29,0.16215134503563244,-2.507657428630392,0.7208997539731394
dengue,Lead 1,AR,2019-10-06,-0.27554521079702066,-3.6788648232509193,0.44176836262139224
